"idmutation";"idmutinvar";"idopendata";"idnatmut";"codservch";"refdoc";"datemut";"anneemut";"moismut";"coddep";"libnatmut";"vefa";"valeurfonc";"nbdispo";"nblot";"nbcomm";"l_codinsee";"nbsection";"l_section";"nbpar";"l_idpar";"nbparmut";"l_idparmut";"nbsuf";"sterr";"nbvolmut";"nblocmut";"l_idlocmut";"nblocmai";"nblocapt";"nblocdep";"nblocact";"nbapt1pp";"nbapt2pp";"nbapt3pp";"nbapt4pp";"nbapt5pp";"nbmai1pp";"nbmai2pp";"nbmai3pp";"nbmai4pp";"nbmai5pp";"sbati";"sbatmai";"sbatapt";"sbatact";"sapt1pp";"sapt2pp";"sapt3pp";"sapt4pp";"sapt5pp";"smai1pp";"smai2pp";"smai3pp";"smai4pp";"smai5pp";"codtypbien";"libtypbien"
3148919;"6f5eced1e3bcec553411a2c8c859d730";"6f5eced1e3bcec553411a2c8c859d730";1;;;"2016-09-29";2016;9;44;"Vente";"False";96000;1;0;1;"['44204']";1;"['AK']";2;"['44204000AK0250', '44204000AK0252']";2;"['44204000AK0250', '44204000AK0252']";2;289;0;0;"None";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;"TERRAIN DE TYPE TAB"
3121072;"9c204e4e281fed60a352dc4ac4701b2f";"9c204e4e281fed60a352dc4ac4701b2f";2;;;"2016-08-05";2016;8;44;"Vente en l'état futur d'achèvement";"True";159000;1;2;1;"['44204']";1;"['BA']";1;"['44204000BA0491']";0;"None";0;0;0;0;"None";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;101;"BATI - INDETERMINE : Vefa sans descriptif"
3237227;"5ac12200fbbc478cf4fa5b760b511f05";"5ac12200fbbc478cf4fa5b760b511f05";2;;;"2014-12-23";2014;12;44;"Vente en l'état futur d'achèvement";"True";151000;1;2;1;"['44204']";1;"['AZ']";1;"['44204000AZ0116']";0;"None";0;0;0;0;"None";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;101;"BATI - INDETERMINE : Vefa sans descriptif"
3241925;"360e73287ec1bf82be2c3e861b7a2e53";"360e73287ec1bf82be2c3e861b7a2e53";1;;;"2014-10-22";2014;10;44;"Vente";"False";375000;1;0;1;"['44204']";1;"['AW']";1;"['44204000AW0289']";1;"['44204000AW0289']";2;1543;0;1;"['442040003852352_0']";1;0;0;0;0;0;0;0;0;0;0;0;1;0;72;72;0;0;0;0;0;0;0;0;0;0;72;0;111;"UNE MAISON"
3243502;"3bec5123613fc1816cfa514a8134f57c";"3bec5123613fc1816cfa514a8134f57c";1;;;"2014-09-26";2014;9;44;"Vente";"False";81800;1;0;1;"['44204']";1;"['AL']";1;"['44204000AL0740']";1;"['44204000AL0740']";1;546;0;0;"None";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;"TERRAIN DE TYPE TAB"
3240425;"30dcef6d1feeab0fbb1d76c1dce17d72";"30dcef6d1feeab0fbb1d76c1dce17d72";1;;;"2014-07-03";2014;7;44;"Vente";"False";290000;1;0;1;"['44204']";1;"['AO']";2;"['44204000AO0432', '44204000AO0435']";2;"['44204000AO0432', '44204000AO0435']";2;4169;0;0;"None";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;"TERRAIN DE TYPE TAB"
3125279;"8d9ef44498c07837e9a4f205af0705d3";"8d9ef44498c07837e9a4f205af0705d3";2;;;"2016-04-29";2016;4;44;"Vente en l'état futur d'achèvement";"True";156000;1;2;1;"['44204']";1;"['BA']";1;"['44204000BA0465']";0;"None";0;0;0;0;"None";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;101;"BATI - INDETERMINE : Vefa sans descriptif"
3138677;"469ca550091cbe2241bb676778e08763";"469ca550091cbe2241bb676778e08763";2;;;"2016-05-23";2016;5;44;"Vente en l'état futur d'achèvement";"True";261500;1;3;1;"['44204']";1;"['BA']";1;"['44204000BA0465']";0;"None";0;0;0;0;"None";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;101;"BATI - INDETERMINE : Vefa sans descriptif"
3140965;"b0fb9003b9383b21fb7a02d19b850817";"b0fb9003b9383b21fb7a02d19b850817";2;;;"2016-05-23";2016;5;44;"Vente en l'état futur d'achèvement";"True";209000;1;2;1;"['44204']";1;"['BA']";1;"['44204000BA0491']";0;"None";0;0;0;0;"None";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;101;"BATI - INDETERMINE : Vefa sans descriptif"
3149204;"2a14b4545bcf93cda37904b25eb36498";"2a14b4545bcf93cda37904b25eb36498";2;;;"2016-06-29";2016;6;44;"Vente en l'état futur d'achèvement";"True";112500;1;2;1;"['44204']";1;"['BA']";1;"['44204000BA0491']";0;"None";0;0;0;0;"None";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;101;"BATI - INDETERMINE : Vefa sans descriptif"
3185455;"27460134b363f0a25a28bf512b8162af";"27460134b363f0a25a28bf512b8162af";2;;;"2015-07-13";2015;7;44;"Vente en l'état futur d'achèvement";"True";204000;1;3;1;"['44204']";1;"['AZ']";1;"['44204000AZ0116']";0;"None";0;0;0;0;"None";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;101;"BATI - INDETERMINE : Vefa sans descriptif"
2789274;"43cf2250ddb19966538379ef2518809b";"43cf2250ddb19966538379ef2518809b";1;;;"2021-02-19";2021;2;44;"Vente";"False";160000;1;2;1;"['44204']";1;"['AZ']";1;"['44204000AZ0141']";0;"None";0;0;0;2;"['442040003334779_0', '442040003334780_0']";0;1;1;0;0;1;0;0;0;0;0;0;0;0;51;0;51;0;0;51;0;0;0;0;0;0;0;0;121;"UN APPARTEMENT"
2789330;"6947b31f18a066a256809e2a8fcc17a8";"6947b31f18a066a256809e2a8fcc17a8";4;;;"2021-06-24";2021;6;44;"Vente terrain à bâtir";"False";146520;1;2;1;"['44204']";1;"['AD']";1;"['44204000AD0303']";0;"None";0;0;0;2;"['442040003342568_0', '442040003342569_0']";0;1;1;0;0;0;1;0;0;0;0;0;0;0;58;0;58;0;0;0;58;0;0;0;0;0;0;0;121;"UN APPARTEMENT"
2789487;"cf3e956b159725a2a57b19be63c18025";"cf3e956b159725a2a57b19be63c18025";1;;;"2021-01-18";2021;1;44;"Vente";"False";467500;1;0;1;"['44204']";1;"['AT']";1;"['44204000AT0023']";1;"['44204000AT0023']";4;6608;0;1;"['442040003334575_0']";1;0;0;0;0;0;0;0;0;0;0;0;1;0;114;114;0;0;0;0;0;0;0;0;0;0;114;0;111;"UNE MAISON"
2789521;"5d792157685691473c20e0dc637f987f";"5d792157685691473c20e0dc637f987f";1;;;"2021-05-25";2021;5;44;"Vente";"False";193811;1;2;1;"['44204']";1;"['AD']";1;"['44204000AD0275']";0;"None";0;0;0;2;"['442040003338846_0', '442040003338847_0']";0;1;1;0;0;0;0;1;0;0;0;0;0;0;75;0;75;0;0;0;0;75;0;0;0;0;0;0;121;"UN APPARTEMENT"
2789600;"ee4f79794485a6de2abcb95d7d50965f";"ee4f79794485a6de2abcb95d7d50965f";1;;;"2021-04-27";2021;4;44;"Vente";"False";121000;1;1;1;"['44204']";1;"['BA']";1;"['44204000BA0442']";0;"None";0;0;0;1;"['442040003336291_0']";0;1;0;0;1;0;0;0;0;0;0;0;0;0;38;0;38;0;38;0;0;0;0;0;0;0;0;0;121;"UN APPARTEMENT"
2789796;"2a4aabf0634fb9506770803f79e0e7ae";"2a4aabf0634fb9506770803f79e0e7ae";1;;;"2021-02-19";2021;2;44;"Vente";"False";150000;1;2;1;"['44204']";1;"['AZ']";1;"['44204000AZ0196']";0;"None";0;0;0;2;"['442040003334883_0', '442040003334884_0']";0;1;1;0;1;0;0;0;0;0;0;0;0;0;52;0;52;0;52;0;0;0;0;0;0;0;0;0;121;"UN APPARTEMENT"
2789985;"cea2d5e8455345c56a7b8eb74ffb9775";"cea2d5e8455345c56a7b8eb74ffb9775";1;;;"2021-05-12";2021;5;44;"Vente";"False";10750;1;0;1;"['44204']";1;"['AP']";1;"['44204000AP0366']";1;"['44204000AP0366']";1;403;0;0;"None";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;"TERRAIN DE TYPE TAB"
2790782;"81df172909079bd2aa7159190b7e559b";"81df172909079bd2aa7159190b7e559b";1;;;"2021-03-18";2021;3;44;"Vente";"False";220500;1;2;1;"['44204']";1;"['AZ']";1;"['44204000AZ0233']";0;"None";0;0;0;2;"['442040003335749_0', '442040003335750_0']";0;1;1;0;0;1;0;0;0;0;0;0;0;0;50;0;50;0;0;50;0;0;0;0;0;0;0;0;121;"UN APPARTEMENT"
2790948;"28b71a58f27831e2978ed9f1915342d7";"28b71a58f27831e2978ed9f1915342d7";1;;;"2021-03-12";2021;3;44;"Vente";"False";149490;1;1;1;"['44204']";1;"['AD']";1;"['44204000AD0303']";0;"None";0;0;0;2;"['442040003335539_0', '442040003335540_0']";0;1;1;0;0;0;1;0;0;0;0;0;0;0;58;0;58;0;0;0;58;0;0;0;0;0;0;0;121;"UN APPARTEMENT"
2791072;"ae9ccd88c2e439e8c565258943264a6f";"ae9ccd88c2e439e8c565258943264a6f";1;;;"2021-05-10";2021;5;44;"Vente";"False";320000;1;0;1;"['44204']";1;"['AC']";2;"['44204000AC0264', '44204000AC0265']";2;"['44204000AC0264', '44204000AC0265']";2;1067;0;2;"['442040003337777_0', '442040003337778_0']";1;0;1;0;0;0;0;0;0;0;0;0;0;1;130;130;0;0;0;0;0;0;0;0;0;0;0;130;111;"UNE MAISON"
2791121;"082438d3111c7fdb98e928acfd4e50b0";"082438d3111c7fdb98e928acfd4e50b0";1;;;"2021-05-11";2021;5;44;"Vente";"False";;1;0;1;"['44204']";1;"['AP']";3;"['44204000AP0370', '44204000AP0371', '44204000AP0372']";3;"['44204000AP0370', '44204000AP0371', '44204000AP0372']";3;26;0;0;"None";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;229;"TERRAIN ARTIFICIALISE MIXTE"
2791735;"b9fa79664378b9d62f75730289718f79";"b9fa79664378b9d62f75730289718f79";1;;;"2021-04-07";2021;4;44;"Vente";"False";294200;1;0;1;"['44204']";1;"['AZ']";2;"['44204000AZ0151', '44204000AZ0152']";2;"['44204000AZ0151', '44204000AZ0152']";2;140;0;1;"['442040003336339_0']";1;0;0;0;0;0;0;0;0;0;0;0;1;0;88;88;0;0;0;0;0;0;0;0;0;0;88;0;111;"UNE MAISON"
2791823;"bc0173cfa117ca1528e5d8a075fad894";"bc0173cfa117ca1528e5d8a075fad894";1;;;"2021-06-11";2021;6;44;"Vente";"False";380000;1;0;1;"['44204']";1;"['AI']";1;"['44204000AI0273']";1;"['44204000AI0273']";1;526;0;1;"['442040003342993_0']";1;0;0;0;0;0;0;0;0;0;0;0;1;0;128;128;0;0;0;0;0;0;0;0;0;0;128;0;111;"UNE MAISON"
2792217;"9abecb3469956528dfe59ad5e05d35a7";"9abecb3469956528dfe59ad5e05d35a7";1;;;"2021-01-19";2021;1;44;"Vente";"False";245000;1;0;1;"['44204']";1;"['AK']";1;"['44204000AK0176']";1;"['44204000AK0176']";1;199;0;1;"['442040003334576_0']";1;0;0;0;0;0;0;0;0;0;0;0;1;0;81;81;0;0;0;0;0;0;0;0;0;0;81;0;111;"UNE MAISON"
2792241;"7811e0cef433bdb69a3a951c1269db41";"7811e0cef433bdb69a3a951c1269db41";2;;;"2021-01-25";2021;1;44;"Vente en l'état futur d'achèvement";"True";376700;1;4;1;"['44204']";1;"['AZ']";1;"['44204000AZ0233']";0;"None";0;0;0;0;"None";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;101;"BATI - INDETERMINE : Vefa sans descriptif"
2792325;"a31a0df8332c9172267c1aa5a1fd50ef";"a31a0df8332c9172267c1aa5a1fd50ef";4;;;"2021-06-28";2021;6;44;"Vente terrain à bâtir";"False";111870;1;2;1;"['44204']";1;"['AD']";1;"['44204000AD0303']";0;"None";0;0;0;2;"['442040003342577_0', '442040003342578_0']";0;1;1;0;0;1;0;0;0;0;0;0;0;0;44;0;44;0;0;44;0;0;0;0;0;0;0;0;121;"UN APPARTEMENT"
2792440;"fc8c232db0297571a5103bc107656027";"fc8c232db0297571a5103bc107656027";1;;;"2021-04-21";2021;4;44;"Vente";"False";158000;1;2;1;"['44204']";1;"['BA']";1;"['44204000BA0431']";0;"None";0;0;0;2;"['442040003336781_0', '442040003336782_0']";0;1;1;0;0;1;0;0;0;0;0;0;0;0;48;0;48;0;0;48;0;0;0;0;0;0;0;0;121;"UN APPARTEMENT"
2792607;"fc3b786d06f4495bdc9a310560972138";"fc3b786d06f4495bdc9a310560972138";4;;;"2021-04-09";2021;4;44;"Vente terrain à bâtir";"False";147312;1;2;1;"['44204']";1;"['AD']";1;"['44204000AD0303']";0;"None";0;0;0;2;"['442040003336271_0', '442040003336272_0']";0;1;1;0;0;0;1;0;0;0;0;0;0;0;58;0;58;0;0;0;58;0;0;0;0;0;0;0;121;"UN APPARTEMENT"
2792619;"11cf05821ba7fbdb69646594219eb961";"11cf05821ba7fbdb69646594219eb961";1;;;"2021-05-05";2021;5;44;"Vente";"False";113320;1;0;1;"['44204']";1;"['AK']";2;"['44204000AK0296', '44204000AK0304']";2;"['44204000AK0296', '44204000AK0304']";2;368;0;0;"None";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;"TERRAIN DE TYPE TAB"
2792886;"eff56288dc308e522cccbd01b960f4b6";"eff56288dc308e522cccbd01b960f4b6";1;;;"2021-03-05";2021;3;44;"Vente";"False";315000;1;0;1;"['44204']";1;"['AM']";1;"['44204000AM0097']";1;"['44204000AM0097']";1;535;0;1;"['442040003335020_0']";1;0;0;0;0;0;0;0;0;0;0;0;1;0;95;95;0;0;0;0;0;0;0;0;0;0;95;0;111;"UNE MAISON"
2793038;"56453467b45924868cde8afc32e6e56d";"56453467b45924868cde8afc32e6e56d";1;;;"2021-01-08";2021;1;44;"Vente";"False";350000;1;0;1;"['44204']";1;"['AO']";1;"['44204000AO0230']";1;"['44204000AO0230']";1;615;0;1;"['442040003333789_0']";1;0;0;0;0;0;0;0;0;0;0;0;0;1;122;122;0;0;0;0;0;0;0;0;0;0;0;122;111;"UNE MAISON"
2793263;"765510bdde4379057942e5c2acb6a175";"765510bdde4379057942e5c2acb6a175";1;;;"2021-01-14";2021;1;44;"Vente";"False";250000;1;0;1;"['44204']";1;"['AD']";1;"['44204000AD0212']";1;"['44204000AD0212']";1;412;0;1;"['442040003334079_0']";1;0;0;0;0;0;0;0;0;0;0;0;1;0;82;82;0;0;0;0;0;0;0;0;0;0;82;0;111;"UNE MAISON"
2793408;"091d83e440224c006af6f80f904117f8";"091d83e440224c006af6f80f904117f8";1;;;"2021-06-18";2021;6;44;"Vente";"False";63105.5;1;0;1;"['44204']";1;"['AW']";5;"['44204000AW0068', '44204000AW0312', '44204000AW0313', '44204000AW0314', '44204000AW0315']";5;"['44204000AW0068', '44204000AW0312', '44204000AW0313', '44204000AW0314', '44204000AW0315']";5;818;0;3;"['442040003341422_0', '442040003341423_0', '442040003341424_0']";1;0;2;0;0;0;0;0;0;0;0;1;0;0;66;66;0;0;0;0;0;0;0;0;0;66;0;0;111;"UNE MAISON"
2793670;"e0b629c2d05da05b7a495a7394ea4734";"e0b629c2d05da05b7a495a7394ea4734";1;;;"2021-04-26";2021;4;44;"Vente";"False";250000;1;0;1;"['44204']";1;"['BB']";2;"['44204000BB0464', '44204000BB0465']";1;"['44204000BB0464']";1;53;1;1;"['442040003336501_0']";1;0;0;0;0;0;0;0;0;0;0;1;0;0;64;64;0;0;0;0;0;0;0;0;0;64;0;0;102;"BATI - INDETERMINE : Vente avec volume(s)"
2793837;"4f539c28ec6afe29cc9912f8de202746";"4f539c28ec6afe29cc9912f8de202746";1;;;"2021-06-28";2021;6;44;"Vente";"False";361500;1;0;1;"['44204']";1;"['BA']";1;"['44204000BA0173']";1;"['44204000BA0173']";1;707;0;2;"['442040003343522_0', '442040003343523_0']";1;0;1;0;0;0;0;0;0;0;0;0;1;0;110;110;0;0;0;0;0;0;0;0;0;0;110;0;111;"UNE MAISON"
2793883;"57515f333a95b572aa36f2c69cf25e05";"57515f333a95b572aa36f2c69cf25e05";1;;;"2021-06-28";2021;6;44;"Vente";"False";370000;1;0;1;"['44204']";1;"['AZ']";1;"['44204000AZ0132']";1;"['44204000AZ0132']";1;354;0;3;"['442040003341219_0', '442040003341220_0', '442040003341221_0']";1;0;2;0;0;0;0;0;0;0;1;0;0;0;67;67;0;0;0;0;0;0;0;0;67;0;0;0;111;"UNE MAISON"
2793911;"5f816d888c9c79edda96afb984a8eff2";"5f816d888c9c79edda96afb984a8eff2";1;;;"2021-06-21";2021;6;44;"Vente";"False";450000;1;0;1;"['44204']";1;"['AI']";1;"['44204000AI0254']";1;"['44204000AI0254']";1;634;0;1;"['442040003343089_0']";1;0;0;0;0;0;0;0;0;0;0;0;0;1;158;158;0;0;0;0;0;0;0;0;0;0;0;158;111;"UNE MAISON"
2793935;"560dd3785b9b38ca6fcd1bb6d63a9cb8";"560dd3785b9b38ca6fcd1bb6d63a9cb8";1;;;"2021-01-14";2021;1;44;"Vente";"False";390000;1;0;1;"['44204']";1;"['AL']";5;"['44204000AL0771', '44204000AL0772', '44204000AL0773', '44204000AL0774', '44204000AL0775']";5;"['44204000AL0771', '44204000AL0772', '44204000AL0773', '44204000AL0774', '44204000AL0775']";5;4175;0;1;"['442040003334044_0']";1;0;0;0;0;0;0;0;0;0;0;0;1;0;80;80;0;0;0;0;0;0;0;0;0;0;80;0;111;"UNE MAISON"
2794059;"b83197c8eeaf9a7a199e14752755da0f";"b83197c8eeaf9a7a199e14752755da0f";1;;;"2021-06-09";2021;6;44;"Vente";"False";390000;1;0;1;"['44204']";1;"['BC']";1;"['44204000BC0151']";1;"['44204000BC0151']";1;598;0;1;"['442040003342843_0']";1;0;0;0;0;0;0;0;0;0;0;0;1;0;105;105;0;0;0;0;0;0;0;0;0;0;105;0;111;"UNE MAISON"
2794116;"d11096313ca69167bd2ba7b24613a15f";"d11096313ca69167bd2ba7b24613a15f";4;;;"2021-05-20";2021;5;44;"Vente terrain à bâtir";"False";150842;1;4;1;"['44204']";1;"['AD']";1;"['44204000AD0303']";0;"None";0;0;0;3;"['442040003338495_0', '442040003338496_0', '442040003338497_0']";0;1;2;0;0;0;1;0;0;0;0;0;0;0;58;0;58;0;0;0;58;0;0;0;0;0;0;0;121;"UN APPARTEMENT"
2794086;"c331e7b4d22ccbd12a727ffa3354097f";"c331e7b4d22ccbd12a727ffa3354097f";1;;;"2021-04-27";2021;4;44;"Vente";"False";415000;1;0;1;"['44204']";1;"['AI']";1;"['44204000AI0138']";1;"['44204000AI0138']";2;583;0;1;"['442040003337366_0']";1;0;0;0;0;0;0;0;0;0;0;0;0;1;146;146;0;0;0;0;0;0;0;0;0;0;0;146;111;"UNE MAISON"
2794146;"eb98122727e63912c7c6f00dd06ecc85";"eb98122727e63912c7c6f00dd06ecc85";1;;;"2021-02-09";2021;2;44;"Vente";"False";275000;1;0;1;"['44204']";1;"['AL']";1;"['44204000AL0769']";1;"['44204000AL0769']";1;451;0;1;"['442040003334795_0']";1;0;0;0;0;0;0;0;0;0;0;1;0;0;88;88;0;0;0;0;0;0;0;0;0;88;0;0;111;"UNE MAISON"
2794450;"b357d080330f8270d2a790cdcbfd0100";"b357d080330f8270d2a790cdcbfd0100";1;;;"2021-06-10";2021;6;44;"Vente";"False";355000;1;0;1;"['44204']";1;"['AV']";1;"['44204000AV0085']";1;"['44204000AV0085']";2;1045;0;2;"['442040003340380_0', '442040003340381_0']";1;0;1;0;0;0;0;0;0;0;0;0;0;1;127;127;0;0;0;0;0;0;0;0;0;0;0;127;111;"UNE MAISON"
2794757;"d12a5a9afdb76bd51ddf10786c6b4031";"d12a5a9afdb76bd51ddf10786c6b4031";1;;;"2021-06-29";2021;6;44;"Vente";"False";125000;1;0;1;"['44204']";1;"['AP']";1;"['44204000AP0367']";1;"['44204000AP0367']";1;646;0;0;"None";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;"TERRAIN DE TYPE TAB"
2794822;"38f078e8a88eb45a4e126f0d9c762dd8";"38f078e8a88eb45a4e126f0d9c762dd8";1;;;"2021-05-28";2021;5;44;"Vente";"False";465000;1;0;1;"['44204']";1;"['AI']";1;"['44204000AI0139']";1;"['44204000AI0139']";2;597;0;1;"['442040003338561_0']";1;0;0;0;0;0;0;0;0;0;0;0;0;1;158;158;0;0;0;0;0;0;0;0;0;0;0;158;111;"UNE MAISON"
2795000;"7805e6929a1d9e9c40ce0d3bf92c8ded";"7805e6929a1d9e9c40ce0d3bf92c8ded";1;;;"2021-01-19";2021;1;44;"Vente";"False";320000;1;0;1;"['44204']";1;"['AI']";1;"['44204000AI0109']";1;"['44204000AI0109']";2;631;0;1;"['442040003334089_0']";1;0;0;0;0;0;0;0;0;0;0;0;0;1;113;113;0;0;0;0;0;0;0;0;0;0;0;113;111;"UNE MAISON"
2795337;"ae83267e52cb0af5f02d47b47d94ae36";"ae83267e52cb0af5f02d47b47d94ae36";1;;;"2021-02-11";2021;2;44;"Vente";"False";1;1;0;1;"['44204']";1;"['AB']";1;"['44204000AB0231']";1;"['44204000AB0231']";1;201;0;0;"None";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;"TERRAIN DE TYPE TAB"
2795377;"9f8150c1ac205fb5d7623ad196ce1bf3";"9f8150c1ac205fb5d7623ad196ce1bf3";1;;;"2021-03-26";2021;3;44;"Vente";"False";492600;1;0;1;"['44204']";1;"['AL']";1;"['44204000AL0659']";1;"['44204000AL0659']";1;843;0;2;"['442040003335732_0', '442040003335733_0']";1;1;0;0;1;0;0;0;0;0;0;0;0;1;179;150;29;0;29;0;0;0;0;0;0;0;0;150;151;"BATI MIXTE - LOGEMENTS"
2795502;"61d8f7bf9ad5b4787c3bc6e53c008461";"61d8f7bf9ad5b4787c3bc6e53c008461";1;;;"2021-05-25";2021;5;44;"Vente";"False";143748;1;2;1;"['44204']";1;"['AD']";1;"['44204000AD0303']";0;"None";0;0;0;2;"['442040003338963_0', '442040003338964_0']";0;1;1;0;0;0;1;0;0;0;0;0;0;0;58;0;58;0;0;0;58;0;0;0;0;0;0;0;121;"UN APPARTEMENT"
2795535;"ee1e8021918e8c5e9eee66f09d967038";"ee1e8021918e8c5e9eee66f09d967038";1;;;"2021-03-30";2021;3;44;"Vente";"False";115000;1;0;1;"['44204']";1;"['AP']";1;"['44204000AP0369']";1;"['44204000AP0369']";1;540;0;0;"None";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;"TERRAIN DE TYPE TAB"
2795817;"218dce272051d816393858d1fc57a5b6";"218dce272051d816393858d1fc57a5b6";1;;;"2021-05-20";2021;5;44;"Vente";"False";275000;1;0;1;"['44204']";1;"['AT']";1;"['44204000AT0147']";1;"['44204000AT0147']";2;10536;0;1;"['442040003339058_0']";1;0;0;0;0;0;0;0;0;0;0;0;0;1;210;210;0;0;0;0;0;0;0;0;0;0;0;210;111;"UNE MAISON"
2795882;"0ef921dc3cbf40e7765108b9e93e95d7";"0ef921dc3cbf40e7765108b9e93e95d7";1;;;"2021-05-05";2021;5;44;"Vente";"False";103320;1;0;1;"['44204']";1;"['AK']";2;"['44204000AK0300', '44204000AK0303']";2;"['44204000AK0300', '44204000AK0303']";2;353;0;0;"None";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;"TERRAIN DE TYPE TAB"
2796288;"da82c726a1fc846516564a65fbf4dc3b";"da82c726a1fc846516564a65fbf4dc3b";2;;;"2021-01-19";2021;1;44;"Vente en l'état futur d'achèvement";"True";255200;1;2;1;"['44204']";1;"['AZ']";1;"['44204000AZ0233']";0;"None";0;0;0;0;"None";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;101;"BATI - INDETERMINE : Vefa sans descriptif"
2796307;"e236964298ce171c48255a51b0474a1a";"e236964298ce171c48255a51b0474a1a";1;;;"2021-02-23";2021;2;44;"Vente";"False";414000;1;0;1;"['44204']";1;"['BA']";1;"['44204000BA0174']";1;"['44204000BA0174']";1;672;0;1;"['442040003335199_0']";1;0;0;0;0;0;0;0;0;0;0;0;0;1;125;125;0;0;0;0;0;0;0;0;0;0;0;125;111;"UNE MAISON"
2796380;"d6b48cd9d44b746aefddd66e7cc42411";"d6b48cd9d44b746aefddd66e7cc42411";1;;;"2021-03-12";2021;3;44;"Vente";"False";1600000;1;0;1;"['44204']";1;"['AB']";9;"['44204000AB0160', '44204000AB0161', '44204000AB0162', '44204000AB0165', '44204000AB0166', '44204000AB0168', '44204000AB0191', '44204000AB0192', '44204000AB0195']";9;"['44204000AB0160', '44204000AB0161', '44204000AB0162', '44204000AB0165', '44204000AB0166', '44204000AB0168', '44204000AB0191', '44204000AB0192', '44204000AB0195']";9;7669;0;1;"['442040003335380_0']";0;0;0;1;0;0;0;0;0;0;0;0;0;0;5681;0;0;5681;0;0;0;0;0;0;0;0;0;0;14;"ACTIVITE"
2796609;"a8b13b6a9da37eba1ebc1554dd41a861";"a8b13b6a9da37eba1ebc1554dd41a861";1;;;"2021-05-28";2021;5;44;"Vente";"False";140000;1;0;1;"['44204']";1;"['AI']";2;"['44204000AI0603', '44204000AI0604']";2;"['44204000AI0603', '44204000AI0604']";2;331;0;0;"None";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;"TERRAIN DE TYPE TAB"
2797004;"2f6a852856f04f88622023a8be92fff9";"2f6a852856f04f88622023a8be92fff9";1;;;"2021-06-22";2021;6;44;"Vente";"False";156500;1;2;1;"['44204']";1;"['BA']";1;"['44204000BA0442']";0;"None";0;0;0;2;"['442040003342045_0', '442040003342046_0']";0;1;1;0;1;0;0;0;0;0;0;0;0;0;38;0;38;0;38;0;0;0;0;0;0;0;0;0;121;"UN APPARTEMENT"
2797137;"e9c89019af80d202edc474a2c6beb335";"e9c89019af80d202edc474a2c6beb335";1;;;"2021-02-08";2021;2;44;"Vente";"False";423000;1;0;1;"['44204']";1;"['AY']";1;"['44204000AY0154']";1;"['44204000AY0154']";1;996;0;1;"['442040003335309_0']";1;0;0;0;0;0;0;0;0;0;0;0;0;1;125;125;0;0;0;0;0;0;0;0;0;0;0;125;111;"UNE MAISON"
2797568;"4e0606c94f1d656b8a83a3983577b9cc";"4e0606c94f1d656b8a83a3983577b9cc";1;;;"2021-01-15";2021;1;44;"Vente";"False";392500;1;0;1;"['44204']";1;"['AI']";1;"['44204000AI0239']";1;"['44204000AI0239']";2;658;0;1;"['442040003333966_0']";1;0;0;0;0;0;0;0;0;0;0;0;0;1;149;149;0;0;0;0;0;0;0;0;0;0;0;149;111;"UNE MAISON"
